Q1,Q5_2A1,Q5_2A2,Q5_2A3,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_1B9,Q10_1B10,Q10_1B11,Q10_1B12,Q10_1B13,Q10_1B14,Q10_1B15,Q10_1B16,Q10_1B17,Q10_2A1,Q10_2A2,Q10_2A3,Q14_1T,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,ID,D_MON,D_COU1,D_GEN,D_AGE,D_Q5_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A10,Q15_2A12,Q16,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q14_2_10,D_YEAR
10.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,여의도 (63빌딩),코엑스,,403.975,1.0,,1.0,4.0,2.0,1.0,1.0,2192.0,8.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,,,,,3.0,2018-08
5.0,4.0,3.0,10.0,6.0,2.0,14.0,1.0,2.0,,4.0,,,,8.0,9.0,,,,,,,,,안산 (대부도/시화호/별빛마을),강남역,명동/남대문/북창,2354.147316,4.0,,4.0,4.0,4.0,1.0,1.0,2192.0,9.0,20.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,,,,,4.0,2018-09
5.0,2.0,4.0,1.0,2.0,9.0,9.0,1.0,,,,,,,,,,,,,,,,,강남역,신촌/홍대주변,명동/남대문/북창,781.7166,3.0,,2.0,4.0,2.0,1.0,1.0,2192.0,11.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,,,,,3.0,2018-11
1.0,7.0,2.0,10.0,4.0,10.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,광화문광장,동대문 패션타운,1352.7304880759998,,4.0,4.0,1.0,1.0,1.0,1.0,2192.0,12.0,6.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-12
1.0,3.0,4.0,1.0,2.0,3.0,1.0,,,,4.0,,,,,,,,,,,,,,현대프리미엄아울렛/부평지하상가/엔타스면세점,,,60.045768,1.0,,2.0,1.0,1.0,1.0,2.0,2193.0,9.0,19.0,1.0,2.0,1.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,,,,,1.0,2018-09
1.0,4.0,,,4.0,3.0,6.0,1.0,2.0,,,,,,8.0,9.0,,,,,,,16.0,,[제주],명동/남대문/북창,"설악산, 속초, 양양 (설악산 국립공원)",4332.33,5.0,,5.0,4.0,3.0,1.0,4.0,2193.0,10.0,10.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,4.0,2018-10
1.0,10.0,3.0,6.0,8.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,광화문광장,1696.734459,,5.0,2.0,3.0,1.0,1.0,1.0,2193.0,12.0,6.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,,2.0,,,,1.0,2018-12
1.0,,,,2.0,3.0,1.0,1.0,,,,,,,,9.0,,,,,,,,,"설악산, 속초, 양양 (설악산 국립공원)","이태원 (이태원 세계 음식거리, 한남동)",신촌/홍대주변,325.0,1.0,,1.0,4.0,2.0,1.0,1.0,2194.0,9.0,19.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,2.0,4.0,4.0,,,,4.0,,1.0,2018-09
1.0,,,,11.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,395.0,2.0,,1.0,3.0,2.0,1.0,1.0,2194.0,11.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,,,,,1.0,2018-11
1.0,2.0,1.0,3.0,8.0,2.0,4.0,1.0,,,,,,,8.0,9.0,,,,,,,,,스키장 (용평 리조트/피닉스파크/비발디 파크),스키장 (지산/양지/베어스타운/곤지암),명동/남대문/북창,2150.25,,4.0,5.0,1.0,1.0,1.0,1.0,2194.0,12.0,6.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,,,,4.0,,2.0,2018-12
1.0,,,,11.0,1.0,2.0,,,,,,,,8.0,,,,,,,,,,부천 (웅진 플레이 도시),,,408.75000000000006,3.0,,2.0,2.0,1.0,1.0,1.0,2195.0,8.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-08
2.0,,,,11.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,잠실,동대문 패션타운,명동/남대문/북창,680.0,1.0,,4.0,4.0,3.0,1.0,1.0,2195.0,9.0,19.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,,,,,5.0,1.0,2018-09
6.0,,,,11.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,"이태원 (이태원 세계 음식거리, 한남동)",명동/남대문/북창,,602.0820000000001,2.0,,4.0,4.0,2.0,1.0,1.0,2195.0,11.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,,,,,1.0,2018-11
1.0,6.0,2.0,,8.0,3.0,,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,스키장 (용평 리조트/피닉스파크/비발디 파크),동대문 패션타운,500.0,3.0,,1.0,3.0,2.0,1.0,1.0,2195.0,12.0,19.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,,,3.0,,,1.0,2018-12
1.0,7.0,4.0,1.0,8.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,"이태원 (이태원 세계 음식거리, 한남동)",명동/남대문/북창,신촌/홍대주변,526.005,3.0,,2.0,4.0,2.0,1.0,2.0,2196.0,8.0,10.0,2.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,,2.0,,,,2.0,2018-08
8.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,종로/청계,동대문 패션타운,명동/남대문/북창,1778.4,2.0,,5.0,4.0,1.0,1.0,1.0,2196.0,11.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,,,3.0,,,2.0,2018-11
1.0,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,660.0,3.0,,3.0,2.0,2.0,1.0,1.0,2196.0,12.0,19.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,,,,,1.0,2018-12
1.0,,,,11.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,코엑스,"이태원 (이태원 세계 음식거리, 한남동)",명동/남대문/북창,335.4,2.0,,3.0,3.0,1.0,1.0,1.0,2197.0,8.0,19.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,,,,4.0,,2.0,2018-08
2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,,,,8.0,9.0,,,,,,,16.0,,[제주],동대문 패션타운,춘천 (남이섬),1249.040277,,4.0,4.0,3.0,1.0,1.0,1.0,2197.0,12.0,17.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,2.0,,,,1.0,2018-12
4.0,2.0,1.0,3.0,7.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,동대문 패션타운,386.2733600000001,1.0,,4.0,3.0,1.0,1.0,1.0,2198.0,8.0,19.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,,,3.0,,,2.0,2018-08
2.0,2.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,429.8555,1.0,,4.0,3.0,1.0,1.0,1.0,2198.0,11.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-11
3.0,3.0,2.0,6.0,2.0,8.0,10.0,1.0,,,,,,,8.0,9.0,,,,,,,16.0,,명동/남대문/북창,춘천 (남이섬),종로/청계,1100.16,,4.0,3.0,3.0,1.0,1.0,1.0,2198.0,12.0,17.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-12
10.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,삼성동,,,396.63000000000005,2.0,,1.0,4.0,1.0,1.0,1.0,2199.0,8.0,2.0,2.0,6.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,,,,,1.0,2018-08
1.0,2.0,1.0,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,신촌/홍대주변,1051.2,3.0,,5.0,4.0,2.0,1.0,1.0,2199.0,11.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-11
2.0,1.0,2.0,5.0,2.0,3.0,8.0,1.0,,,,,,,8.0,9.0,,,,,,,,,가평 (자라섬/쁘띠프랑스/아침고요 수목원),동대문 패션타운,"이태원 (이태원 세계 음식거리, 한남동)",644.6089800000001,3.0,,3.0,3.0,3.0,1.0,2.0,2199.0,12.0,17.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,,2.0,,,,2.0,2018-12
2.0,4.0,6.0,10.0,2.0,6.0,14.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,강남역,900.1925076000001,2.0,,4.0,4.0,1.0,1.0,3.0,2200.0,8.0,17.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,,,3.0,,,2.0,2018-08
5.0,,,,2.0,3.0,5.0,1.0,,,,,,,8.0,9.0,,,,,,,,,"설악산, 속초, 양양 (설악산 국립공원)",명동/남대문/북창,신촌/홍대주변,2309.56,,4.0,5.0,4.0,1.0,1.0,1.0,2200.0,11.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,,,,4.0,,2.0,2018-11
1.0,4.0,1.0,2.0,10.0,4.0,10.0,1.0,,,,,,,,9.0,,,,,,,,,스키장 (용평 리조트/피닉스파크/비발디 파크),명동/남대문/북창,신촌/홍대주변,1381.32,4.0,,4.0,4.0,2.0,1.0,1.0,2200.0,12.0,3.0,1.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,2.0,,,,2.0,2018-12
2.0,10.0,3.0,2.0,2.0,3.0,,1.0,,,,,,,,9.0,,,,,,,,,동해/삼척,"설악산, 속초, 양양 (설악산 국립공원)",명동/남대문/북창,957.0,,4.0,4.0,1.0,1.0,1.0,1.0,2201.0,11.0,3.0,1.0,6.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,2.0,,,,1.0,2018-11
4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,종로/청계,1892.9200000000003,4.0,,5.0,4.0,3.0,4.0,1.0,2201.0,12.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,,2.0,,,,1.0,2018-12
4.0,3.0,10.0,12.0,10.0,2.0,1.0,1.0,,,,,,,,9.0,,,,,,,,,"대관령, 강릉, 평창",명동/남대문/북창,동대문 패션타운,1509.22,4.0,,4.0,4.0,3.0,1.0,1.0,2202.0,12.0,3.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,2.0,,,,1.0,2018-12
3.0,2.0,1.0,10.0,2.0,2.0,10.0,1.0,,,,,,,8.0,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,스키장 (지산/양지/베어스타운/곤지암),4834.620000000001,3.0,,5.0,4.0,2.0,1.0,1.0,2203.0,12.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,,2.0,,,,3.0,2018-12
1.0,1.0,2.0,4.0,1.0,3.0,12.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,3190.0,,5.0,5.0,4.0,1.0,1.0,1.0,2243.0,12.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,4.0,,1.0,2018-12
1.0,6.0,5.0,7.0,5.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,코엑스,한강/유람선,신촌/홍대주변,1600.8200000000002,3.0,,4.0,4.0,3.0,1.0,4.0,2301.0,3.0,13.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,,,,,1.0,2018-03
2.0,,,,11.0,4.0,,1.0,,,,,,,,,,,,,14.0,,,,"경주시 (불국사, 양동마을, 보문관광 단지)",종로/청계,명동/남대문/북창,720.3599999999999,3.0,,3.0,4.0,3.0,1.0,1.0,2301.0,5.0,13.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,,4.0,,1.0,2018-05
1.0,4.0,12.0,3.0,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,16.0,,종로/청계,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",1917.2307,5.0,,3.0,4.0,2.0,1.0,1.0,2301.0,6.0,97.0,1.0,6.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,,2.0,,,,1.0,2018-06
10.0,13.0,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,500.0,3.0,,1.0,4.0,1.0,1.0,1.0,2302.0,3.0,13.0,1.0,6.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,0.0,5.0,1.0,,,,,1.0,2018-03
1.0,,,,6.0,1.0,4.0,,,3.0,4.0,,,,,,,,,,,,,,"동성로 (근대골목, 김광석길, 약령시)",서문시장,월미도,1512.756,4.0,,3.0,4.0,4.0,1.0,1.0,2302.0,6.0,13.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,,,3.0,,,3.0,2018-06
3.0,,,,11.0,1.0,2.0,1.0,,,,,,,8.0,,,,,,,,,,방배동 (서래마을 등),하남시,강남역,2616.525,3.0,,5.0,4.0,4.0,1.0,4.0,2302.0,7.0,13.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,2.0,,,,1.0,2018-07
10.0,,,,11.0,1.0,,,,,4.0,,,,,,,,,,,,,,송도,,,2363.79,5.0,,1.0,4.0,3.0,1.0,1.0,2303.0,2.0,13.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,5.0,3.0,0.0,5.0,1.0,,,,,1.0,2018-02
1.0,,,,11.0,12.0,4.0,1.0,,,,,,,,,,,,,,,,,종로/청계,"이태원 (이태원 세계 음식거리, 한남동)",,912.967,3.0,,2.0,4.0,2.0,1.0,1.0,2303.0,5.0,13.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,,,,4.0,,1.0,2018-05
6.0,,,,11.0,,,,,,4.0,,,,,,,,,,,,,,인천대학교,,,1560.78,3.0,,5.0,4.0,1.0,1.0,1.0,2303.0,6.0,13.0,1.0,3.0,3.0,5.0,0.0,5.0,5.0,4.0,0.0,3.0,5.0,2.0,4.0,5.0,1.0,,,,,1.0,2018-06
20.0,,,,11.0,,,1.0,,,4.0,,,,,,,,,,,,,,송도,강남역,,697.74,3.0,,1.0,4.0,4.0,1.0,1.0,2303.0,7.0,13.0,1.0,5.0,3.0,5.0,0.0,5.0,5.0,0.0,3.0,4.0,5.0,3.0,0.0,4.0,1.0,,,,,1.0,2018-07
10.0,,,,11.0,,,,,,,,,,8.0,,,,,,,,,,동탄,,,1030.437,4.0,,2.0,4.0,1.0,1.0,1.0,2304.0,2.0,13.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,0.0,4.0,4.0,3.0,0.0,5.0,1.0,,,,,1.0,2018-02
1.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,강남역,,,615.7,3.0,,4.0,1.0,1.0,1.0,1.0,2304.0,3.0,13.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,,,,4.0,,1.0,2018-03
1.0,,,,1.0,11.0,,1.0,,,,,6.0,,,,,,,,,,,,유성,계족산황톳길 (계족산성),,776.02195,3.0,,2.0,4.0,2.0,1.0,1.0,2304.0,5.0,13.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,,,,,1.0,2018-05
1.0,,,,11.0,4.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,강남역,1320.66,,3.0,5.0,4.0,2.0,1.0,1.0,2304.0,6.0,13.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,,,,4.0,,1.0,2018-06
2.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,마포,,,407.015,3.0,,1.0,3.0,1.0,1.0,1.0,2304.0,7.0,13.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,4.0,3.0,0.0,4.0,,,,4.0,,1.0,2018-07
2.0,,,,3.0,8.0,5.0,1.0,,,,,,,,9.0,,,,,,,,,신촌/홍대주변,잠실,명동/남대문/북창,1582035.0,98.0,,98.0,98.0,98.0,98.0,98.0,2305.0,2.0,10.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,1.0,,,,,98.0,2018-02
2.0,,,,11.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,잠실,코엑스,,861.98,4.0,,3.0,1.0,1.0,1.0,1.0,2305.0,3.0,13.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,0.0,4.0,1.0,,,,,1.0,2018-03
1.0,,,,1.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,,"이태원 (이태원 세계 음식거리, 한남동)",강남역,코엑스,2761.38,5.0,,4.0,4.0,4.0,1.0,1.0,2305.0,6.0,13.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,,,,,1.0,2018-06
2.0,,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,14.0,,,,종로/청계,명동/남대문/북창,강남역,1651.318,5.0,,4.0,4.0,3.0,1.0,1.0,2305.0,7.0,13.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,5.0,1.0,,,,,1.0,2018-07
1.0,11.0,4.0,,3.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,73.017,1.0,,1.0,3.0,1.0,1.0,1.0,2306.0,2.0,10.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,,,,,1.0,2018-02
1.0,,,,11.0,,,,,,4.0,,,,,,,,,,,,,,공항주변 (바닷가)/인천대교/용궁사,,,395.662152,3.0,,1.0,4.0,1.0,1.0,1.0,2306.0,3.0,13.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,1.0,,,,,1.0,2018-03
1.0,5.0,3.0,10.0,3.0,8.0,4.0,1.0,,,,,,,,,,,,,,,16.0,,[제주],종로/청계,명동/남대문/북창,1680.8399999999997,4.0,,4.0,4.0,4.0,1.0,1.0,2306.0,6.0,13.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,1.0,2018-06
1.0,,,,3.0,4.0,11.0,,2.0,,,,,,,,,,,,,,,,해운대 일대,용두산/자갈치,벡스코/센텀시티,1979.642792,5.0,,4.0,3.0,2.0,1.0,2.0,2306.0,7.0,10.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0,,,,,1.0,2018-07
8.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,강남역,,,1343.6280000000002,4.0,,1.0,4.0,3.0,1.0,1.0,2307.0,2.0,13.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,,,,,3.0,2018-02
1.0,,,,8.0,4.0,5.0,1.0,,,,,,,8.0,,,,,,,,,,"임진각, 제3땅굴/통일전망대/판문점",신촌/홍대주변,"이태원 (이태원 세계 음식거리, 한남동)",3334.76,1.0,,3.0,4.0,1.0,1.0,3.0,2307.0,7.0,10.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,4.0,2018-07
2.0,,,,11.0,,,,,,,,,,8.0,,,,,,,,,,남양주,,,915.944,4.0,,2.0,3.0,2.0,1.0,1.0,2309.0,2.0,12.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,5.0,3.0,0.0,3.0,,,,4.0,,1.0,2018-02
1.0,,,,11.0,,,1.0,,,,,,,,9.0,,,,,,,,,종로/청계,,,870.8700000000001,3.0,,2.0,4.0,2.0,1.0,1.0,2310.0,2.0,97.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,,,,,1.0,2018-02
3.0,,,,1.0,11.0,,1.0,,,,,,,,,,,,,,,,,강남역,,,297.6818,3.0,,1.0,1.0,1.0,1.0,1.0,2351.0,2.0,13.0,2.0,4.0,3.0,5.0,3.0,4.0,5.0,0.0,0.0,3.0,5.0,4.0,0.0,5.0,,,,4.0,,1.0,2018-02
1.0,5.0,,,2.0,3.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,720.3599999999999,1.0,,4.0,4.0,1.0,1.0,1.0,2351.0,5.0,13.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,0.0,4.0,,,,4.0,,1.0,2018-05
1.0,3.0,4.0,4.0,4.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,한강/유람선,명동/남대문/북창,종로/청계,1200.6,3.0,,4.0,4.0,3.0,1.0,4.0,2351.0,6.0,97.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,1.0,2018-06
1.0,,,,4.0,6.0,2.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,코엑스,4070.15,5.0,,4.0,4.0,4.0,1.0,1.0,2351.0,7.0,13.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,1.0,2018-07
2.0,10.0,1.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,"대관령, 강릉, 평창","이태원 (이태원 세계 음식거리, 한남동)",,939.2955,3.0,,2.0,3.0,4.0,1.0,1.0,2352.0,2.0,13.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,,2.0,,,,4.0,2018-02
2.0,,,,11.0,,,,,,,,,,8.0,,,,,,,,,,수원 화성,,,720.3599999999998,4.0,,1.0,4.0,1.0,1.0,1.0,2352.0,5.0,13.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,,,,,1.0,2018-05
1.0,,,,3.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,한강/유람선,신촌/홍대주변,"이태원 (이태원 세계 음식거리, 한남동)",394.401744,1.0,,3.0,4.0,2.0,1.0,1.0,2352.0,6.0,13.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,1.0,,,,,1.0,2018-06
1.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,종로/청계,강남역,,1162.9,4.0,,1.0,4.0,3.0,1.0,1.0,2352.0,7.0,13.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,2.0,,,,1.0,2018-07
1.0,4.0,2.0,1.0,2.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",신촌/홍대주변,360.1799999999999,2.0,,3.0,3.0,1.0,1.0,1.0,2353.0,6.0,13.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,1.0,2018-06
5.0,,,,11.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,이월드 (83타워),코엑스,,2500.0,,5.0,1.0,4.0,2.0,1.0,1.0,2353.0,7.0,13.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,0.0,5.0,1.0,,,,,1.0,2018-07
1.0,,,,4.0,6.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,감천문화마을,충장로/금남로,태종대,1200.6,5.0,,3.0,1.0,1.0,1.0,1.0,2354.0,5.0,13.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,,,,,1.0,2018-05
1.0,,,,2.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,신촌/홍대주변,1320.66,4.0,,4.0,4.0,2.0,1.0,3.0,2354.0,6.0,1.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,,,,,1.0,2018-06
1.0,,,,2.0,8.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,해운대 일대,종로/청계,신촌/홍대주변,1311.7512,4.0,,2.0,4.0,3.0,1.0,1.0,2354.0,7.0,13.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,3.0,,,1.0,2018-07
